,Query,OriginalCategory,OriginalBrand,OriginalRank,OriginalTitle,OriginalPrice,CandidateCategory,CandidateBrand,CandidateRank,CandidateTitle,CandidatePrice
116,분유,분유,앱솔루트,10.0,"앱솔루트 프리미엄 명작 분유 2단계, 800g, 3개",62100.0,분유,앱솔루트,8.0,"앱솔루트 프리미엄 명작 분유 1단계, 800g, 3개",62100.0
117,분유,분유,앱솔루트,10.0,"앱솔루트 프리미엄 명작 분유 2단계, 800g, 3개",62100.0,분유,앱솔루트,9.0,"앱솔루트 프리미엄 명작 분유 1단계, 800g",20700.0
118,분유,분유,앱솔루트,10.0,"앱솔루트 프리미엄 명작 분유 2단계, 800g, 3개",62100.0,분유,앱솔루트,7.0,"앱솔루트 엄마가 만든 프리미엄 명작 분유 4단계, 800g, 3개",50700.0
119,분유,분유,앱솔루트,10.0,"앱솔루트 프리미엄 명작 분유 2단계, 800g, 3개",62100.0,분유,앱솔루트,14.0,"앱솔루트 프리미엄 명작 분유 1단계, 800g, 6개",124200.0
120,분유,분유,앱솔루트,3.0,"앱솔루트 엄마가 만든 프리미엄 명작 분유 4단계, 800g",16900.0,분유,앱솔루트,7.0,"앱솔루트 엄마가 만든 프리미엄 명작 분유 4단계, 800g, 3개",50700.0
121,분유,분유,앱솔루트,3.0,"앱솔루트 엄마가 만든 프리미엄 명작 분유 4단계, 800g",16900.0,분유,앱솔루트,6.0,"앱솔루트 엄마가 만든 프리미엄 명작 분유 3단계, 800g",16900.0
122,분유,분유,앱솔루트,3.0,"앱솔루트 엄마가 만든 프리미엄 명작 분유 4단계, 800g",16900.0,분유,앱솔루트,18.0,"앱솔루트 엄마가 만든 프리미엄 명작 분유 3단계, 800g, 6개",101400.0
123,분유,분유,앱솔루트,3.0,"앱솔루트 엄마가 만든 프리미엄 명작 분유 4단계, 800g",16900.0,분유,앱솔루트,2.0,"앱솔루트 엄마가 만든 프리미엄 명작 분유 3단계, 800g, 3개",50700.0
124,분유,분유,앱솔루트,3.0,"앱솔루트 엄마가 만든 프리미엄 명작 분유 4단계, 800g",16900.0,분유,앱솔루트,9.0,"앱솔루트 프리미엄 명작 분유 1단계, 800g",20700.0
125,분유,분유,앱솔루트,9.0,"앱솔루트 시작부터 바르게 본 분유 3단계 750g,",11000.0,분유,앱솔루트,18.0,"앱솔루트 시작부터 바르게 본 분유 3단계 750g, 3개",31860.0
126,분유,분유,앱솔루트,9.0,"앱솔루트 시작부터 바르게 본 분유 3단계 750g,",11000.0,분유,앱솔루트,44.0,"앱솔루트 시작부터 바르게 본 분유 2단계, 750g",11000.0
127,분유,분유,앱솔루트,9.0,"앱솔루트 시작부터 바르게 본 분유 3단계 750g,",11000.0,분유,앱솔루트,12.0,"앱솔루트 시작부터 바르게 본 분유 2단계, 750g, 3개",31510.0
128,분유,분유,앱솔루트,9.0,"앱솔루트 시작부터 바르게 본 분유 3단계 750g,",11000.0,분유,앱솔루트,21.0,"앱솔루트 오리지널 본 분유 1단계, 750g, 3개",34470.0
129,분유,분유,앱솔루트,9.0,"앱솔루트 시작부터 바르게 본 분유 3단계 750g,",11000.0,분유,앱솔루트,40.0,"앱솔루트 유기농 궁 분유 4단계, 800g",28000.0
130,분유,분유,앱솔루트,8.0,"앱솔루트 프리미엄 명작 분유 1단계, 800g, 3개",62100.0,분유,앱솔루트,9.0,"앱솔루트 프리미엄 명작 분유 1단계, 800g",20700.0
131,분유,분유,앱솔루트,8.0,"앱솔루트 프리미엄 명작 분유 1단계, 800g, 3개",62100.0,분유,앱솔루트,10.0,"앱솔루트 프리미엄 명작 분유 2단계, 800g, 3개",62100.0
132,분유,분유,앱솔루트,8.0,"앱솔루트 프리미엄 명작 분유 1단계, 800g, 3개",62100.0,분유,앱솔루트,14.0,"앱솔루트 프리미엄 명작 분유 1단계, 800g, 6개",124200.0
133,분유,분유,앱솔루트,8.0,"앱솔루트 프리미엄 명작 분유 1단계, 800g, 3개",62100.0,분유,앱솔루트,16.0,"앱솔루트 프리미엄 명작 분유  2단계, 800g",21800.0
134,분유,분유,앱솔루트,8.0,"앱솔루트 프리미엄 명작 분유 1단계, 800g, 3개",62100.0,분유,앱솔루트,7.0,"앱솔루트 엄마가 만든 프리미엄 명작 분유 4단계, 800g, 3개",50700.0
135,분유,분유,앱솔루트,2.0,"앱솔루트 엄마가 만든 프리미엄 명작 분유 3단계, 800g, 3개",50700.0,분유,앱솔루트,6.0,"앱솔루트 엄마가 만든 프리미엄 명작 분유 3단계, 800g",16900.0
136,분유,분유,앱솔루트,2.0,"앱솔루트 엄마가 만든 프리미엄 명작 분유 3단계, 800g, 3개",50700.0,분유,앱솔루트,7.0,"앱솔루트 엄마가 만든 프리미엄 명작 분유 4단계, 800g, 3개",50700.0
137,분유,분유,앱솔루트,2.0,"앱솔루트 엄마가 만든 프리미엄 명작 분유 3단계, 800g, 3개",50700.0,분유,앱솔루트,18.0,"앱솔루트 엄마가 만든 프리미엄 명작 분유 3단계, 800g, 6개",101400.0
138,분유,분유,앱솔루트,2.0,"앱솔루트 엄마가 만든 프리미엄 명작 분유 3단계, 800g, 3개",50700.0,분유,앱솔루트,3.0,"앱솔루트 엄마가 만든 프리미엄 명작 분유 4단계, 800g",16900.0
139,분유,분유,앱솔루트,2.0,"앱솔루트 엄마가 만든 프리미엄 명작 분유 3단계, 800g, 3개",50700.0,분유,앱솔루트,10.0,"앱솔루트 프리미엄 명작 분유 2단계, 800g, 3개",62100.0
140,분유,분유,앱솔루트,6.0,"앱솔루트 엄마가 만든 프리미엄 명작 분유 3단계, 800g",16900.0,분유,앱솔루트,18.0,"앱솔루트 엄마가 만든 프리미엄 명작 분유 3단계, 800g, 6개",101400.0
141,분유,분유,앱솔루트,6.0,"앱솔루트 엄마가 만든 프리미엄 명작 분유 3단계, 800g",16900.0,분유,앱솔루트,2.0,"앱솔루트 엄마가 만든 프리미엄 명작 분유 3단계, 800g, 3개",50700.0
142,분유,분유,앱솔루트,6.0,"앱솔루트 엄마가 만든 프리미엄 명작 분유 3단계, 800g",16900.0,분유,앱솔루트,3.0,"앱솔루트 엄마가 만든 프리미엄 명작 분유 4단계, 800g",16900.0
143,분유,분유,앱솔루트,6.0,"앱솔루트 엄마가 만든 프리미엄 명작 분유 3단계, 800g",16900.0,분유,앱솔루트,7.0,"앱솔루트 엄마가 만든 프리미엄 명작 분유 4단계, 800g, 3개",50700.0
144,분유,분유,앱솔루트,6.0,"앱솔루트 엄마가 만든 프리미엄 명작 분유 3단계, 800g",16900.0,분유,앱솔루트,16.0,"앱솔루트 프리미엄 명작 분유  2단계, 800g",21800.0
145,분유,분유,앱솔루트,7.0,"앱솔루트 엄마가 만든 프리미엄 명작 분유 4단계, 800g, 3개",50700.0,분유,앱솔루트,3.0,"앱솔루트 엄마가 만든 프리미엄 명작 분유 4단계, 800g",16900.0
146,분유,분유,앱솔루트,7.0,"앱솔루트 엄마가 만든 프리미엄 명작 분유 4단계, 800g, 3개",50700.0,분유,앱솔루트,2.0,"앱솔루트 엄마가 만든 프리미엄 명작 분유 3단계, 800g, 3개",50700.0
147,분유,분유,앱솔루트,7.0,"앱솔루트 엄마가 만든 프리미엄 명작 분유 4단계, 800g, 3개",50700.0,분유,앱솔루트,6.0,"앱솔루트 엄마가 만든 프리미엄 명작 분유 3단계, 800g",16900.0
148,분유,분유,앱솔루트,7.0,"앱솔루트 엄마가 만든 프리미엄 명작 분유 4단계, 800g, 3개",50700.0,분유,앱솔루트,8.0,"앱솔루트 프리미엄 명작 분유 1단계, 800g, 3개",62100.0
149,분유,분유,앱솔루트,7.0,"앱솔루트 엄마가 만든 프리미엄 명작 분유 4단계, 800g, 3개",50700.0,분유,앱솔루트,10.0,"앱솔루트 프리미엄 명작 분유 2단계, 800g, 3개",62100.0
150,탄산수,탄산수,웅진,1.0,"웅진 빅토리아 플레인 탄산수, 500ml, 20개",8900.0,탄산수,웅진,17.0,"웅진 빅토리아 베리베리, 500ml, 20개",9710.0
151,탄산수,탄산수,웅진,1.0,"웅진 빅토리아 플레인 탄산수, 500ml, 20개",8900.0,탄산수,웅진,2.0,"웅진 빅토리아 탄산음료 천연레몬향, 500ml, 20개",8900.0
152,탄산수,탄산수,웅진,1.0,"웅진 빅토리아 플레인 탄산수, 500ml, 20개",8900.0,탄산수,웅진,5.0,"웅진 빅토리아 청포도 스파클링 음료, 500ml, 20개",9370.0
153,탄산수,탄산수,웅진,1.0,"웅진 빅토리아 플레인 탄산수, 500ml, 20개",8900.0,탄산수,빅토리아,10.0,"빅토리아 플레인 탄산수 캔, 350ml, 24개입",8900.0
154,탄산수,탄산수,웅진,1.0,"웅진 빅토리아 플레인 탄산수, 500ml, 20개",8900.0,탄산수,트레비,12.0,"트레비 플레인 페트, 500ml, 20개",14030.0
155,탄산수,탄산수,트레비,4.0,"트레비 자몽 탄산음료, 300ml, 20개입",8800.0,탄산수,트레비,7.0,"트레비 레몬 탄산음료, 400ml, 20개",13690.0
156,탄산수,탄산수,트레비,4.0,"트레비 자몽 탄산음료, 300ml, 20개입",8800.0,탄산수,트레비,15.0,"트레비 라임 음료, 400ml, 20개입",13210.0
157,탄산수,탄산수,트레비,4.0,"트레비 자몽 탄산음료, 300ml, 20개입",8800.0,탄산수,트레비,18.0,"트레비 탄산 워터, 500ml, 20개입",14810.0
158,탄산수,탄산수,트레비,4.0,"트레비 자몽 탄산음료, 300ml, 20개입",8800.0,탄산수,스파클,103.0,"스파클 스파클링 탄산음료, 350ml, 20개입",9890.0
159,탄산수,탄산수,트레비,4.0,"트레비 자몽 탄산음료, 300ml, 20개입",8800.0,탄산수,웅진식품,7.0,"웅진식품 빅토리아 탄산음료 자몽, 500ml, 20개",8900.0
160,탄산수,탄산수,트레비,7.0,"트레비 레몬 탄산음료, 400ml, 20개",13690.0,탄산수,초정,20.0,"초정 탄산음료(레몬) 500ml, 20개",12890.0
161,탄산수,탄산수,트레비,7.0,"트레비 레몬 탄산음료, 400ml, 20개",13690.0,탄산수,롯데칠성,113.0,롯데칠성 트레비 탄산음료 레몬 280ml 16개,21800.0
162,탄산수,탄산수,트레비,7.0,"트레비 레몬 탄산음료, 400ml, 20개",13690.0,탄산수,트레비,12.0,"트레비 플레인 페트, 500ml, 20개",14030.0
163,탄산수,탄산수,트레비,7.0,"트레비 레몬 탄산음료, 400ml, 20개",13690.0,탄산수,트레비,15.0,"트레비 라임 음료, 400ml, 20개입",13210.0
164,탄산수,탄산수,트레비,7.0,"트레비 레몬 탄산음료, 400ml, 20개",13690.0,탄산수,트레비,11.0,"트레비 탄산수 레몬맛, 500ml, 20개",14030.0
165,탄산수,탄산수,웅진식품,7.0,"웅진식품 빅토리아 탄산음료 자몽, 500ml, 20개",8900.0,탄산수,웅진식품,8.0,"웅진식품 빅토리아 복숭아향 탄산음료, 500ml, 20개입",8900.0
166,탄산수,탄산수,웅진식품,7.0,"웅진식품 빅토리아 탄산음료 자몽, 500ml, 20개",8900.0,탄산수,웅진,2.0,"웅진 빅토리아 탄산음료 천연레몬향, 500ml, 20개",8900.0
167,탄산수,탄산수,웅진식품,7.0,"웅진식품 빅토리아 탄산음료 자몽, 500ml, 20개",8900.0,탄산수,웅진,17.0,"웅진 빅토리아 베리베리, 500ml, 20개",9710.0
168,탄산수,탄산수,웅진식품,7.0,"웅진식품 빅토리아 탄산음료 자몽, 500ml, 20개",8900.0,탄산수,초정,20.0,"초정 탄산음료(레몬) 500ml, 20개",12890.0
169,탄산수,탄산수,웅진식품,7.0,"웅진식품 빅토리아 탄산음료 자몽, 500ml, 20개",8900.0,탄산수,웅진,1.0,"웅진 빅토리아 플레인 탄산수, 500ml, 20개",8900.0
170,탄산수,탄산수,빅토리아,10.0,"빅토리아 플레인 탄산수 캔, 350ml, 24개입",8900.0,탄산수,동원,20.0,"동원 디톡 플레인 탄산수, 500ml, 24개입",9140.0
171,탄산수,탄산수,빅토리아,10.0,"빅토리아 플레인 탄산수 캔, 350ml, 24개입",8900.0,탄산수,웅진,1.0,"웅진 빅토리아 플레인 탄산수, 500ml, 20개",8900.0
172,탄산수,탄산수,빅토리아,10.0,"빅토리아 플레인 탄산수 캔, 350ml, 24개입",8900.0,탄산수,초정탄산수,11.0,"초정탄산수 플레인, 1.5L, 12개",12000.0
173,탄산수,탄산수,빅토리아,10.0,"빅토리아 플레인 탄산수 캔, 350ml, 24개입",8900.0,탄산수,산타비토리아,27.0,"산타비토리아 탄산수, 1.5L, 6개입",9000.0
174,탄산수,탄산수,빅토리아,10.0,"빅토리아 플레인 탄산수 캔, 350ml, 24개입",8900.0,탄산수,도비아,107.0,"도비아 탄산수 330ml, 4개",6010.0
175,탄산수,탄산수,웅진,5.0,"웅진 빅토리아 청포도 스파클링 음료, 500ml, 20개",9370.0,탄산수,웅진,17.0,"웅진 빅토리아 베리베리, 500ml, 20개",9710.0
176,탄산수,탄산수,웅진,5.0,"웅진 빅토리아 청포도 스파클링 음료, 500ml, 20개",9370.0,탄산수,웅진,2.0,"웅진 빅토리아 탄산음료 천연레몬향, 500ml, 20개",8900.0
177,탄산수,탄산수,웅진,5.0,"웅진 빅토리아 청포도 스파클링 음료, 500ml, 20개",9370.0,탄산수,웅진,1.0,"웅진 빅토리아 플레인 탄산수, 500ml, 20개",8900.0
178,탄산수,탄산수,웅진,5.0,"웅진 빅토리아 청포도 스파클링 음료, 500ml, 20개",9370.0,탄산수,웅진식품,7.0,"웅진식품 빅토리아 탄산음료 자몽, 500ml, 20개",8900.0
179,탄산수,탄산수,웅진,5.0,"웅진 빅토리아 청포도 스파클링 음료, 500ml, 20개",9370.0,탄산수,트레비,12.0,"트레비 플레인 페트, 500ml, 20개",14030.0
180,탄산수,탄산수,웅진,2.0,"웅진 빅토리아 탄산음료 천연레몬향, 500ml, 20개",8900.0,탄산수,웅진,17.0,"웅진 빅토리아 베리베리, 500ml, 20개",9710.0
181,탄산수,탄산수,웅진,2.0,"웅진 빅토리아 탄산음료 천연레몬향, 500ml, 20개",8900.0,탄산수,웅진,1.0,"웅진 빅토리아 플레인 탄산수, 500ml, 20개",8900.0
182,탄산수,탄산수,웅진,2.0,"웅진 빅토리아 탄산음료 천연레몬향, 500ml, 20개",8900.0,탄산수,웅진식품,7.0,"웅진식품 빅토리아 탄산음료 자몽, 500ml, 20개",8900.0
183,탄산수,탄산수,웅진,2.0,"웅진 빅토리아 탄산음료 천연레몬향, 500ml, 20개",8900.0,탄산수,웅진,5.0,"웅진 빅토리아 청포도 스파클링 음료, 500ml, 20개",9370.0
184,탄산수,탄산수,웅진,2.0,"웅진 빅토리아 탄산음료 천연레몬향, 500ml, 20개",8900.0,탄산수,초정,20.0,"초정 탄산음료(레몬) 500ml, 20개",12890.0
185,탄산수,탄산수,웅진식품,8.0,"웅진식품 빅토리아 복숭아향 탄산음료, 500ml, 20개입",8900.0,탄산수,웅진식품,7.0,"웅진식품 빅토리아 탄산음료 자몽, 500ml, 20개",8900.0
186,탄산수,탄산수,웅진식품,8.0,"웅진식품 빅토리아 복숭아향 탄산음료, 500ml, 20개입",8900.0,탄산수,초정탄산수,18.0,"초정탄산수 라임 500ml, 20개입",13900.0
187,탄산수,탄산수,웅진식품,8.0,"웅진식품 빅토리아 복숭아향 탄산음료, 500ml, 20개입",8900.0,탄산수,웅진,2.0,"웅진 빅토리아 탄산음료 천연레몬향, 500ml, 20개",8900.0
188,탄산수,탄산수,웅진식품,8.0,"웅진식품 빅토리아 복숭아향 탄산음료, 500ml, 20개입",8900.0,탄산수,웅진,17.0,"웅진 빅토리아 베리베리, 500ml, 20개",9710.0
189,탄산수,탄산수,웅진식품,8.0,"웅진식품 빅토리아 복숭아향 탄산음료, 500ml, 20개입",8900.0,탄산수,트레비,4.0,"트레비 자몽 탄산음료, 300ml, 20개입",8800.0
190,생수,생수,동원샘물,3.0,"동원샘물 미네마인, 2L, 12개",6990.0,생수,동원샘물,12.0,"동원샘물 미네마인, 500ml, 40개",9390.0
191,생수,생수,동원샘물,3.0,"동원샘물 미네마인, 2L, 12개",6990.0,생수,농심,3.0,"농심 백산수, 2L, 12개",9360.0
192,생수,생수,동원샘물,3.0,"동원샘물 미네마인, 2L, 12개",6990.0,생수,몽베스트,18.0,"몽베스트 생수, 2L, 12개입",9900.0
193,생수,생수,동원샘물,3.0,"동원샘물 미네마인, 2L, 12개",6990.0,생수,천년동안,38.0,"천년동안 베이비워터 1.2L, 9개입",13290.0
194,생수,생수,동원샘물,3.0,"동원샘물 미네마인, 2L, 12개",6990.0,생수,에비앙,78.0,"에비앙 생수, 1L, 12개",19570.0
195,생수,생수,농심,3.0,"농심 백산수, 2L, 12개",9360.0,생수,동원샘물,3.0,"동원샘물 미네마인, 2L, 12개",6990.0
196,생수,생수,농심,3.0,"농심 백산수, 2L, 12개",9360.0,생수,몽베스트,18.0,"몽베스트 생수, 2L, 12개입",9900.0
197,생수,생수,농심,3.0,"농심 백산수, 2L, 12개",9360.0,생수,천년동안,38.0,"천년동안 베이비워터 1.2L, 9개입",13290.0
198,생수,생수,농심,3.0,"농심 백산수, 2L, 12개",9360.0,생수,에비앙,78.0,"에비앙 생수, 1L, 12개",19570.0
199,생수,생수,농심,3.0,"농심 백산수, 2L, 12개",9360.0,탄산수,초정탄산수,33.0,"초정탄산수 플레인, 1.5L, 12개",12000.0
200,생수,생수,몽베스트,4.0,"몽베스트 생수, 330ml, 20개입",5920.0,생수,몽베스트,16.0,"몽베스트 생수, 500ml, 40개",11220.0
201,생수,생수,몽베스트,4.0,"몽베스트 생수, 330ml, 20개입",5920.0,생수,몽베스트,18.0,"몽베스트 생수, 2L, 12개입",9900.0
202,생수,생수,몽베스트,4.0,"몽베스트 생수, 330ml, 20개입",5920.0,생수,에비앙,84.0,"에비앙 생수, 330ml, 24개",16470.0
203,생수,생수,몽베스트,4.0,"몽베스트 생수, 330ml, 20개입",5920.0,생수,에비앙,53.0,"에비앙 생수, 500ml, 24개",18550.0
204,생수,생수,몽베스트,4.0,"몽베스트 생수, 330ml, 20개입",5920.0,생수,에비앙,78.0,"에비앙 생수, 1L, 12개",19570.0
205,군기저귀,기저귀,군,1.0,"군 오리지널 테이프 밴드형 기저귀 남여공용 S (4-8kg), 252매입",40860.0,기저귀,군,3.0,"군 오리지널 테이프 밴드형 기저귀 남여공용 대형 L(9~14kg), 162매입",40880.0
206,군기저귀,기저귀,군,1.0,"군 오리지널 테이프 밴드형 기저귀 남여공용 S (4-8kg), 252매입",40860.0,기저귀,군,8.0,"군 2018년 오리지널 테이프 밴드형 기저귀 남여공용 신생아용(~5kg), 270매입",41150.0
207,군기저귀,기저귀,군,1.0,"군 오리지널 테이프 밴드형 기저귀 남여공용 S (4-8kg), 252매입",40860.0,기저귀,군,11.0,"군 오리지널 팬티형 기저귀 남여공용 M(7~12kg), 174매",40600.0
208,군기저귀,기저귀,군,1.0,"군 오리지널 테이프 밴드형 기저귀 남여공용 S (4-8kg), 252매입",40860.0,기저귀,군,15.0,"군 슬림앤드라이 밴드형 기저귀 남녀공용 S (4~8kg), 176매",31190.0
209,군기저귀,기저귀,군,1.0,"군 오리지널 테이프 밴드형 기저귀 남여공용 S (4-8kg), 252매입",40860.0,기저귀,군,28.0,"군 슬림앤드라이 밴드형 기저귀 남녀공용 S (4~8kg), 132매",27900.0
210,군기저귀,기저귀,군,5.0,"군 2018년 오리지널 테이프 기저귀 남여공용 특대형 XL(12~20kg), 126매",40900.0,기저귀,군,4.0,"군 오리지널 팬티형 기저귀 여아용 특대형 XL (12~20kg), 114매",41490.0
211,군기저귀,기저귀,군,5.0,"군 2018년 오리지널 테이프 기저귀 남여공용 특대형 XL(12~20kg), 126매",40900.0,기저귀,군,4.0,"군 오리지널 팬티형 일회용 기저귀 남아용 XL 12~20kg, 114매",41900.0
212,군기저귀,기저귀,군,5.0,"군 2018년 오리지널 테이프 기저귀 남여공용 특대형 XL(12~20kg), 126매",40900.0,기저귀,군,8.0,"군 2018년 오리지널 테이프 밴드형 기저귀 남여공용 신생아용(~5kg), 270매입",41150.0
213,군기저귀,기저귀,군,5.0,"군 2018년 오리지널 테이프 기저귀 남여공용 특대형 XL(12~20kg), 126매",40900.0,기저귀,군,1.0,"군 오리지널 테이프 밴드형 기저귀 남여공용 S (4-8kg), 252매입",40860.0
214,군기저귀,기저귀,군,5.0,"군 2018년 오리지널 테이프 기저귀 남여공용 특대형 XL(12~20kg), 126매",40900.0,기저귀,군,3.0,"군 오리지널 테이프 밴드형 기저귀 남여공용 대형 L(9~14kg), 162매입",40880.0
215,군기저귀,기저귀,군,8.0,"군 2018년 오리지널 테이프 밴드형 기저귀 남여공용 신생아용(~5kg), 270매입",41150.0,기저귀,군,1.0,"군 오리지널 테이프 밴드형 기저귀 남여공용 S (4-8kg), 252매입",40860.0
216,군기저귀,기저귀,군,8.0,"군 2018년 오리지널 테이프 밴드형 기저귀 남여공용 신생아용(~5kg), 270매입",41150.0,기저귀,군,3.0,"군 오리지널 테이프 밴드형 기저귀 남여공용 대형 L(9~14kg), 162매입",40880.0
217,군기저귀,기저귀,군,8.0,"군 2018년 오리지널 테이프 밴드형 기저귀 남여공용 신생아용(~5kg), 270매입",41150.0,기저귀,군,2.0,"군 2018년 오리지널 테이프 밴드형 기저귀 남녀공용 중형 M(6~11kg), 192매입",41270.0
218,군기저귀,기저귀,군,8.0,"군 2018년 오리지널 테이프 밴드형 기저귀 남여공용 신생아용(~5kg), 270매입",41150.0,기저귀,군,11.0,"군 오리지널 팬티형 기저귀 남여공용 M(7~12kg), 174매",40600.0
219,군기저귀,기저귀,군,8.0,"군 2018년 오리지널 테이프 밴드형 기저귀 남여공용 신생아용(~5kg), 270매입",41150.0,기저귀,군,5.0,"군 2018년 오리지널 테이프 기저귀 남여공용 특대형 XL(12~20kg), 126매",40900.0
220,군기저귀,기저귀,군,4.0,"군 오리지널 팬티형 일회용 기저귀 남아용 XL 12~20kg, 114매",41900.0,기저귀,군,4.0,"군 오리지널 팬티형 기저귀 여아용 특대형 XL (12~20kg), 114매",41490.0
221,군기저귀,기저귀,군,4.0,"군 오리지널 팬티형 일회용 기저귀 남아용 XL 12~20kg, 114매",41900.0,기저귀,군,7.0,"군 오리지널 팬티형 기저귀 남아용 L (9~14kg), 132매",41470.0
222,군기저귀,기저귀,군,4.0,"군 오리지널 팬티형 일회용 기저귀 남아용 XL 12~20kg, 114매",41900.0,기저귀,군,5.0,"군 2018년 오리지널 테이프 기저귀 남여공용 특대형 XL(12~20kg), 126매",40900.0
223,군기저귀,기저귀,군,4.0,"군 오리지널 팬티형 일회용 기저귀 남아용 XL 12~20kg, 114매",41900.0,기저귀,군,11.0,"군 오리지널 팬티형 기저귀 남여공용 M(7~12kg), 174매",40600.0
224,군기저귀,기저귀,군,4.0,"군 오리지널 팬티형 일회용 기저귀 남아용 XL 12~20kg, 114매",41900.0,기저귀,군,42.0,"군 오리지널 팬티형 기저귀 남아용 XXL (13~25kg), 168매",83000.0
225,군기저귀,기저귀,군,4.0,"군 오리지널 팬티형 기저귀 여아용 특대형 XL (12~20kg), 114매",41490.0,기저귀,군,4.0,"군 오리지널 팬티형 일회용 기저귀 남아용 XL 12~20kg, 114매",41900.0
226,군기저귀,기저귀,군,4.0,"군 오리지널 팬티형 기저귀 여아용 특대형 XL (12~20kg), 114매",41490.0,기저귀,군,5.0,"군 2018년 오리지널 테이프 기저귀 남여공용 특대형 XL(12~20kg), 126매",40900.0
227,군기저귀,기저귀,군,4.0,"군 오리지널 팬티형 기저귀 여아용 특대형 XL (12~20kg), 114매",41490.0,기저귀,군,6.0,"군 오리지널 팬티형 기저귀 여아용 대형(9~14kg), 132매",41500.0
228,군기저귀,기저귀,군,4.0,"군 오리지널 팬티형 기저귀 여아용 특대형 XL (12~20kg), 114매",41490.0,기저귀,군,7.0,"군 오리지널 팬티형 기저귀 남아용 L (9~14kg), 132매",41470.0
