query,id,query_item_rank,price,impressionCount,clickCount,category,brand,title
군기저귀,95020,1,40860,12014,1876,밴드형,군,"군 오리지널 테이프 밴드형 기저귀 남여공용 S (4-8kg), 252매입"
군기저귀,63324,2,41270,11867,1680,밴드형,군,"군 2018년 오리지널 테이프 밴드형 기저귀 남녀공용 중형 M(6~11kg), 192매입"
군기저귀,17141,3,40880,11995,1266,밴드형,군,"군 오리지널 테이프 밴드형 기저귀 남여공용 대형 L(9~14kg), 162매입"
군기저귀,17160,4,41900,11559,823,팬티형,군,"군 오리지널 팬티형 일회용 기저귀 남아용 XL 12~20kg, 114매"
군기저귀,95001,8,41150,6719,591,밴드형,군,"군 2018년 오리지널 테이프 밴드형 기저귀 남여공용 신생아용(~5kg), 270매입"
군기저귀,63333,5,40900,9659,579,밴드형,군,"군 2018년 오리지널 테이프 기저귀 남여공용 특대형 XL(12~20kg), 126매"
군기저귀,17161,4,41490,8196,500,팬티형,군,"군 오리지널 팬티형 기저귀 여아용 특대형 XL (12~20kg), 114매"
군기저귀,17163,6,41500,7045,374,팬티형,군,"군 오리지널 팬티형 기저귀 여아용 대형(9~14kg), 132매"
군기저귀,17162,7,41470,7320,352,팬티형,군,"군 오리지널 팬티형 기저귀 남아용 L (9~14kg), 132매"
군기저귀,17164,11,40600,4930,266,팬티형,군,"군 오리지널 팬티형 기저귀 남여공용 M(7~12kg), 174매"
군기저귀,17146,14,31190,4488,212,밴드형,군,"군 슬림 앤 드라이 밴드형 기저귀 남녀 공용 M (7~12kg), 152매"
군기저귀,95024,15,31190,3453,181,밴드형,군,"군 슬림앤드라이 밴드형 기저귀 남녀공용 S (4~8kg), 176매"
군기저귀,17149,17,53740,3716,110,밴드형,군,"군 슬림앤드라이 일회용 기저귀 아동공용 L(9~14kg), 256개입"
군기저귀,17114,11,27900,2150,88,팬티형,군,"군 소프트 팬티 점보형 기저귀 남여공용 XXL (15~25kg), 60매"
군기저귀,175734,33,40320,1757,78,팬티형,군,"군 엑셀런트 소프트 팬티형 기저귀 아동공용 XL(12~17kg), 132매입"
군기저귀,17156,19,53760,2516,72,밴드형,군,"군 슬림 앤 드라이 밴드형 기저귀 남녀 공용 M (7~12kg), 304매"
군기저귀,17147,28,27900,2079,72,밴드형,군,"군 슬림앤드라이 밴드형 기저귀 남녀공용 S (4~8kg), 132매"
군기저귀,175703,20,31260,2573,70,팬티형,군,"군 엑셀런트 소프트 팬티형 기저귀 아동공용 L(9~14kg), 104매입"
군기저귀,17168,20,46890,1533,65,팬티형,군,"군 소프트 팬티 점보형 기저귀 남여공용 XXL (15~25kg), 120매"
군기저귀,17153,19,25850,2248,62,밴드형,군,"군 슬림 앤 드라이 밴드형 기저귀 남녀 공용 M (7~12kg), 114매"
군기저귀,63336,20,53480,1724,53,밴드형,군,"군 슬림 앤 드라이 밴드형 일회용 기저귀 남여공용 특대형(12~20kg), 240매"
군기저귀,17152,28,75820,1250,53,밴드형,군,"군프리미엄 2018년형 마시멜로 밴드형 기저귀 남녀공용 특대형 (12~20kg), 180매"
군기저귀,17170,24,25670,1328,52,팬티형,군,"군 엑셀런트 소프트 팬티형 기저귀 아동공용 XL(12~17kg), 66매입"
군기저귀,17151,14,39900,864,39,밴드형,군,"군 프리미엄 2017년 마시멜로 밴드형 기저귀 남녀공용 M (6~11kg), 138매"
군기저귀,17150,25,40900,731,32,밴드형,군,"군프리미엄 2017년 마시멜로 밴드형 기저귀 남녀공용 대형 (9~14kg), 114매"
군기저귀,17172,28,26240,1128,25,팬티형,군,"군 엑셀런트 소프트 팬티형 기저귀 아동공용 L(9~14kg), 78매입"
군기저귀,17173,18,76950,867,22,팬티형,군,"군 팬티형 기저귀 여아용 XXL (13~25kg), 168매"
군기저귀,17167,42,83000,1110,19,팬티형,군,"군 오리지널 팬티형 기저귀 남아용 XXL (13~25kg), 168매"
군기저귀,63310,35,40600,559,12,밴드형,군,"군 2017년 오리지널 밴드형 일회용 기저귀 남여공용 3단계 6-11kg, 192매"
군기저귀,17169,38,91990,472,9,팬티형,군,"군 프리미엄 마시멜로 팬티형 기저귀 아동공용 XL 5단계(12~20 kg), 168매"
군기저귀,63335,49,43450,269,9,밴드형,군,"다이오제지 군 프리미엄 마시멜로 밴드형 기저귀 남녀공용 신생아 (~5kg), 186매"
군기저귀,17174,44,46890,905,9,팬티형,군,"군 엑셀런트 소프트 팬티형 기저귀 아동공용 L(9~14kg), 156매입"
군기저귀,17177,86,39900,215,8,팬티형,군,"군 오리지널 팬티형 기저귀 남녀공용 S(5~9kg), 186매"
군기저귀,17155,45,40900,326,6,밴드형,군,"군 2017년 마시멜로 밴드형 기저귀 남녀공용 소형 (4~8kg), 174매"
군기저귀,17171,82,42210,321,6,팬티형,군,"군 엑셀런트 소프트 팬티형 기저귀 아동공용 M(7~12kg), 192매입"
군기저귀,17175,57,75820,192,6,팬티형,군,"군 프리미엄 마시멜로 팬티형 기저귀 남녀공용 L 4단계(9~14kg), 192매"
군기저귀,17178,81,85850,109,6,팬티형,군,"군 2018년 마시멜로 팬티형 기저귀 남녀공용 XXL(13~25kg), 120매"
군기저귀,17179,88,42000,313,5,팬티형,군,"군 윈터 팬티형 기저귀 여아용 L 4단계(9~14kg), 132매"
군기저귀,17139,136,57460,111,3,출산선물세트,군,"군 신생아용 기저귀 출산선물 세트, 1세트"
군기저귀,17181,99,47630,27,1,팬티형,군,"군 2017년형 썸머 팬티형 기저귀 남아용 L (9~14kg), 132매"
기저귀,182215,2,31900,63920,3535,팬티형,,"하기스 2018 보송보송 팬티형 기저귀 아동공용 특대형 5단계(13~18kg), 104매"
기저귀,182047,3,31900,50214,2293,팬티형,,"하기스 2018 보송보송 팬티형 기저귀 남여공용 대형 4단계(10~14kg), 124매"
기저귀,19347,4,28600,37471,2169,밴드형,,"군 슬림 앤 드라이 밴드형 일회용 기저귀 남여공용 특대형(12~20kg), 120매"
기저귀,66837,17,28350,46430,2116,밴드형,,"보솜이 리얼코튼 밴드형 기저귀 남녀공용 특대형 (13~18kg), 108매"
기저귀,175702,4,30930,42562,1810,팬티형,,"토디앙 핑크퐁 팬티형 기저귀 남아용 특대형 5단계(13kg~), 108매"
기저귀,176008,12,56900,33693,1723,팬티형,,"팸퍼스 베이비 드라이 팬티형 기저귀 남여공용 5단계(11~14kg), 144매"
기저귀,175701,10,32220,32011,1653,팬티형,,"네이쳐러브메레 슬림 팬티형 기저귀 남여공용 특대형 (11~14kg), 96매"
기저귀,182031,6,32900,41359,1496,밴드형,,"하기스 보송보송 밴드형 기저귀 아동공용 중형 3단계(7~11kg), 186매"
기저귀,175713,9,18600,34473,1297,팬티형,,"Alloves 2017년 프리미엄 팬티형 기저귀 남녀공용 XXL (13~17kg), 68매"
기저귀,66835,8,31090,37572,1173,밴드형,,"보솜이 리얼코튼 밴드형 기저귀 남녀공용 대형 (10~14kg), 120매"
기저귀,175705,9,32900,35189,1139,팬티형,,"베피스 모션 핏 팬티형 기저귀 남여공용 특대형 5단계 (13~18kg), 108매"
기저귀,46603,317,46030,33709,1017,팬티형,,"마미포코 리프가닉 팬티형 기저귀 남녀공용 중형 3단계(7~11kg), 120매"
기저귀,175699,7,35980,30239,1008,팬티형,,"보솜이 액션핏팬 팬티형 기저귀 남아용 특대형(11~14kg), 120개입"
기저귀,181994,20,33390,24872,801,밴드형,,"하기스 보송보송 밴드형 기저귀 아동공용 소형 2단계(4~8kg), 228매"
기저귀,175719,17,30650,20818,683,팬티형,,"토디앙 핑크퐁 팬티형 기저귀 여아용 특대형 5단계(13kg~), 108개"
기저귀,19360,24,25800,16288,673,밴드형,,"숨앤숨 올뉴 밴드형 기저귀 남녀공용 L (10~14kg), 대형, 168매"
기저귀,182049,22,33390,25948,665,밴드형,,"하기스 보송보송 밴드형 기저귀 아동공용 대형 4단계(10~14kg), 156매"
기저귀,175714,23,35800,18106,636,팬티형,,"네이쳐러브메레 팬티 기저귀 아동공용 L 대형(8~12kg), 120매입"
기저귀,175704,17,33900,17410,626,팬티형,,"모모래빗 에코씽씽 팬티기저귀 아동용 L 대형 8~12kg, 112매"
기저귀,175707,24,17860,14389,502,팬티형,,"치쿨 슈페리어 팬티형 기저귀 남여공용 XL (10~13kg), 72매"
기저귀,182144,53,17450,6142,502,밴드형,,"하기스 2018년 네이처메이드 밴드형 기저귀 남여공용 이른둥이 소형( ~2.2kg), 150매"
기저귀,176575,17,35900,13326,471,팬티형,,"페넬로페 씬씬씬 에어슬림 팬티형 기저귀 여아용 대형 4단계(8~12kg), 112매"
기저귀,182214,52,27970,13114,421,팬티형,,"하기스 매직핏 리미티드 팬티형 기저귀 아동공용 특대형 5단계(13~18 kg), 80개"
기저귀,175722,44,16270,12662,414,팬티형,,"치쿨 슈페리어 팬티형 기저귀 남여공용 XXL(13kg~), 64매"
기저귀,175698,43,18600,12764,400,팬티형,,"Alloves 2017년 프리미엄 팬티형 기저귀 남녀공용 특대형 (11~14kg), 76매"
기저귀,175959,35,11640,11174,399,팬티형,,"팸퍼스 이지업 트레이닝 기저귀 여아용 Size 4(7-15kg), 25개"
기저귀,175723,21,25900,13616,377,팬티형,,"슈퍼대디 매직슬림 팬티형 기저귀 남여공용 빅형 Big (13kg~), 64매"
기저귀,88403,30,27900,9990,366,팬티형,,"슈퍼대디 매직슬림 팬티형 기저귀 남녀공용 특대 XL (10~14kg), 72매"
기저귀,175696,26,25040,15918,352,팬티형,,"블리스비 2017년 올러브 프리미엄 팬티형 기저귀 남녀공용 점보XXL (13~17kg), 102매"
기저귀,19374,63,25800,9510,351,밴드형,,"숨앤숨 숨쉬는 건강기저귀 테이프형 아동공용 특대형(13kg~), 144매입"
기저귀,176572,37,35900,11965,346,팬티형,,"페넬로페 씬씬씬 에어슬림 팬티형 기저귀 남아용 특대형 5단계(11~14kg), 88매"
기저귀,175982,48,55710,10700,343,밴드형,,"팸퍼스 베이비드라이 밴드형 기저귀 남녀공용 4단계(7~12kg), 180매"
기저귀,19377,103,23800,8697,326,밴드형,,"숨앤숨 WE 밴드형 기저귀 남녀공용 대형 (10~14kg), 160매"
기저귀,181993,52,41900,11582,320,밴드형,,"하기스 매직핏 밴드형 기저귀 아동공용 소형 2단계(4~8kg), 192매"
기저귀,182207,25,27630,7823,290,팬티형,,"하기스 매직핏 팬티형 기저귀 남여공용 대형 4단계(10~14 kg), 96매"
기저귀,63336,26,53480,12030,288,밴드형,,"군 슬림 앤 드라이 밴드형 일회용 기저귀 남여공용 특대형(12~20kg), 240매"
기저귀,88406,54,25220,9353,270,팬티형,,"슈퍼대디 매직슬림 팬티형 기저귀 남여공용 대형 L (7~11kg), 80매"
기저귀,176577,23,35900,8657,264,팬티형,,"페넬로페 씬씬씬 에어슬림 팬티형 기저귀 남아용 대형 4단계(8~12kg), 112매"
기저귀,46637,66,39200,8530,262,팬티형,,"마미포코 에어 핏 팬티형 기저귀 남아용 특대형 5단계(13~18kg), 112매"
기저귀,176498,36,39900,10282,247,팬티형,,"페넬로페 미라클 셔링 팬티형 기저귀 남여공용 L(8~12kg), 120매"
나이키,21559,108,98500,6611,98,운동화,나이키,"나이키 베이퍼플라이 3.4 운동화 880848 004, 혼합 색상, 245"
나이키,21664,10,32840,3667,90,스포츠 바지,나이키,"나이키 유스 드라이 아카데미 KPZ 스포츠 팬츠 839365016, M(60), 검정"
나이키,187216,26,14370,15816,71,헬스장갑,나이키,"나이키 남성용 펀더멘탈 트레이닝 글러브 GX0063-037, 혼합 색상, M(19.5~22cm)"
나이키,21456,187,51000,6274,69,야구화,나이키,"나이키 포스 트라웃 5 프로 MCS 야구화 AH3376 101, 화이트 + 블랙, 290"
나이키,21207,101,22140,5368,60,스포츠 티셔츠/스포츠 맨투맨티/스포츠 후드티,나이키,"나이키 팀세일즈 코어 폴로 티셔츠 S/S 454800100, S(95), 백색 + 검정"
나이키,60987,17,13290,12685,48,헬스보호대,나이키,"나이키 프로 컴뱃 발목 보호대 AC2508-010, 프로 컴뱃 발목 보호대, L(발목둘레 21-23cm)"
나이키,21297,54,15490,2629,46,축구복 바지/하의,나이키,"나이키 PARK 2 니트 쇼트 속팬츠 WB 725903010, L(90), 검정 + 백색"
나이키,21661,146,14560,3142,38,스포츠 바지,나이키,"나이키 여성용 파크 2 니트 쇼트 NB 833053-010, 085(XL), 검정 + 백색"
나이키,53125,77,17770,7916,38,헬스보호대,나이키,"나이키 프로 컴뱃 오픈-파텔라 무릎 보호대 AC2509-010, M"
나이키,21316,194,32000,4135,28,스포츠 레깅스/타이즈,나이키,"나이키 880669 100 나이키 프로 하이스트 슬라이더 숏 타이츠, 75(XS), 화이트 + 블랙"
나이키,178932,81,21990,9939,23,푸쉬업바,나이키,"나이키 푸쉬업 그립 FE0114-085, 혼합 색상, 24 x 14 cm"
나이키,21295,56,183200,729,19,스포츠 바람막이자켓,나이키,"나이키 AS 드라이 스쿼드 17 SDF 스포츠 바람막이자켓 832236010, XS(85), 검정 + 백색"
나이키,21215,563,38500,787,19,스포츠 티셔츠/스포츠 맨투맨티/스포츠 후드티,나이키,"나이키 남성용 롱슬리브 베이스볼 탑 AA9793 013, 95(S), 울프그레이 + 블랙"
나이키,21309,52,29900,728,14,스포츠 바지,나이키,"나이키 남성용 AS 드라이 GFX 1 쇼트 891217036, S(75), 회색 + 검정"
나이키,187219,83,15500,6373,14,헬스장갑,나이키,"나이키 우먼스 펀더멘탈 트레이닝 글러브 GX0071-047, L"
나이키,86993,55,7200,2076,12,수영모,나이키,"나이키 솔리드 라텍스 캡 성인용 수영모 93050_001, ONE SIZE, 블랙"
나이키,21301,49,45510,196,12,스포츠 바지,나이키,"나이키 남성용 AS 드라이 스쿼드 팬츠 KP 18 894648416, 2XL(95), 남색 + 블루"
나이키,21220,402,22670,5172,12,축구보호대/정강이보호대,나이키,"나이키 머큐리얼 신가드 정강히 보호대 SP0269-080, 혼합 색상, L"
나이키,21221,150,9230,2975,11,스포츠 아대/헤어밴드,나이키,"나이키 스우쉬 더블와이드 손목 밴드 AC2287-101, 12.7cm, 혼합 색상"
나이키,156422,266,9450,1915,11,축구양말,나이키,"나이키 클래식 2 쿠션 OTC 싸커 스타킹 SX5728014, 검정 + 연두, L(26호)"
나이키,21678,381,24610,2562,10,축구복 티셔츠/상의,나이키,"나이키 645497739 새시 저지 S/S 축구복 티셔츠, XS(90), 노랑 + 검정"
나이키,21539,595,116330,1052,8,런닝화,나이키,"나이키 우먼스 에어 맥스 엑셀레이트 5 런닝화 852693006, 그레이, 230"
나이키,156379,261,11540,1818,8,축구공,나이키,"나이키 PL 축구 스킬볼 SC3113-100, 1호(지름 15cm)"
나이키,21365,315,7480,3333,8,스포츠 양말,나이키,"나이키 우먼스 엘리트 런닝 쿠션 양말 SX4557604, M(24호), 핑크 + 회색"
나이키,21546,51,200000,1006,8,운동화,나이키,"나이키 플라이트 13 미드 여성 운동화 616298 101, 흰색, 240"
나이키,21243,440,18560,1025,7,스포츠 크로스백,나이키,"나이키 테크 스몰 아이템 크로스백 BA5268-45I, 23cm x 16cm x 8m, 네이비"
나이키,85919,520,14930,1652,6,수경/물안경,나이키,"나이키 크롬 트레이닝 성인용 수경 N79151_000, ONE SIZE, 클리어"
나이키,21230,478,36780,501,6,스포츠 물병,나이키,"나이키 스테인레스 하이퍼차지 트위스트 보틀 16oz AC4245068, 검정"
나이키,29596,373,31290,1619,6,농구공,나이키,나이키 르브론 올코트 농구공 7호 BB0625-855
나이키,24968,514,34250,938,6,스포츠 바지,나이키,"나이키 880674 010 BSBL DRY 쇼트 반바지, 80(S), 블랙"
나이키,21233,175,103490,786,6,실내 원피스 수영복,나이키,"나이키 여성용 러쉬 헤더 하이넥 원피스 수영복, M, 멘타"
나이키,21234,353,56500,242,5,축구 프로팀 유니폼,나이키,"나이키 바르셀로나 17-18 어웨이 스타디움 저지 SS 847254485, XL(110), POLARIZED BLUE + DEEP ROYAL BLUE"
나이키,156431,354,8830,1608,5,축구양말,나이키,"나이키 클래식 II 쿠션 OTC 싸커 스타킹 SX5728411, MIDNIGHT NAVY, L(26호)"
나이키,187228,175,23730,2032,5,헬스장갑,나이키,"나이키 남성용 락다운 트레이닝 글러브 AC2354-050, 혼합 색상, M"
나이키,21300,48,14480,860,5,스포츠 바지,나이키,"나이키 여성용 드라이 PARK 2 니트 쇼트 NB 스포츠 바지 833053410, L(80), 남색 + 백색"
나이키,141984,333,14160,1580,4,스포츠 장갑,나이키,"나이키 우먼스 스위프트 런닝 글러브 FC 0187-022, 혼합 색상, LG(17.5 x 9 cm)"
나이키,21239,534,18560,1154,4,골프 방한용품/워머/귀마개,나이키,"나이키골프 겨울 넥 게이터 워머 686057, 25 x 39.5 cm, 그레이"
나이키,50572,549,19720,346,4,남녀공용크로스/메신저백,나이키,나이키코리아 나이키 테크 스몰 아이템 - BA5268-693 크로스가방
나이키,21540,453,68760,1061,4,런닝화,나이키,"나이키 우먼스 프리 TR 7 런닝화 904651102, 혼합 색상, 235"
나이키,21242,55,27540,702,3,스포츠 티셔츠/스포츠 맨투맨티/스포츠 후드티,나이키,"나이키 남성용 스트라이프 드라이 세그멘트 III 저지 SS 832976658, S(95), 적색 + 백색"
냉장고,27047,1,990000,28405,2787,2도어,,삼성전자 양문형 냉장고 RS82M6000S8 815L
냉장고,84406,8,159000,24755,1320,2도어,,"하이얼 냉장고 85L 블랙, HRT88MDB"
냉장고,84404,9,148000,20174,613,2도어,,"미디어 미니 냉장고 87L 자가설치, MR-87LS"
냉장고,84413,59,115650,14458,380,1도어,,"미디어 냉장고 MR-93LW1 93L 자가설치,"
냉장고,84411,28,138930,11622,251,2도어,,"하이얼 실속형 냉장고 85 L 화이트 자가설치, HRT88MDW"
냉장고,84425,48,278000,5132,220,2도어,,삼성전자 일반 냉장고 RT17N1000WW 160L 방문설치
냉장고,84407,39,158000,10865,205,2도어,,"캐리어 클라윈드 슬림형 냉장고 90L 자가설치, CRF-TD090WDA"
냉장고,27054,39,579450,9500,201,2도어,,"삼성전자 일반 냉장고 RT38K5039WW 381 L 방문설치,"
냉장고,27055,104,789000,5956,155,2도어,,"삼성전자 일반냉장고 RB38J7200S4 401L 방문설치,"
냉장고,84418,179,206710,5407,104,1도어,,"클라쎄 미니 인테리어 냉장고 118 L 자가설치, FR-A121RMB"
냉장고,84409,116,88000,3910,75,1도어,,"미디어 미니 냉장고 MR-50L 45L 자가설치, MR-50LW"
냉장고,84412,87,171770,5387,61,2도어,,"캐리어 클라윈드 슬림형 냉장고 90L 자가설치, CRF-TD090MDA"
냉장고,84408,78,106480,3188,60,1도어,,"하이얼 소형 냉장고 76L 자가설치, HRT78MDW"
냉장고,84421,193,94490,3486,59,1도어,,"하이얼 실속형 냉장고 46L 블랙, HRT48MDB"
냉장고,84405,156,91520,3009,46,1도어,,"미디어 미니 냉장고 MR-50L 45L 자가설치, MR-50LB"
냉장고,148755,57,28800,2303,44,주방놀이,,"스텝2 Little Helper's 냉장고 주방놀이, 단일 색상, 30 x 34 x 65 cm"
냉장고,84426,153,120150,4129,42,1도어,,"미디어 1도어 냉장고 93L 자가설치, MR-93LS1"
냉장고,84417,156,108290,4806,39,1도어,,"프라우드 소형냉장고 화이트 43L 자가설치, RR043AW"
냉장고,84410,137,149000,2622,35,1도어,,"캐리어 슬림형 냉장고 92L 자가설치, CRF-TD092RSA"
냉장고,84419,196,148720,2843,30,1도어,,"대우전자 미니 냉장고 퓨어화이트 73 L 자가설치, FR-A081RDWK"
냉장고,84414,172,89900,2025,24,1도어,,"미디어 미니 냉장고 MR-50L 45L 자가설치, MR-50LS"
냉장고,27068,55,27240,978,20,차량용냉온장고,,"코맥스 차량용 냉온장고 6L, CM-890"
냉장고,84424,535,263110,1389,18,1도어,,"대우전자 더클래식 레트로 냉장고 79L 자가설치, FR-S091RAM(아쿠아민트)"
냉장고,84420,197,215000,1148,17,1도어,,"허스키 미니 냉장고 42.9L 자가설치, BC-46-1"
냉장고,84432,197,199900,1022,16,1도어,,"레트로 인테리어 냉장고 43.7L 자가설치, DGR-811W(화이트)"
냉장고,27072,91,2040390,679,13,4도어,,삼성전자 T9000 양문형 냉장고 RF85M91627X 853L 방문설치
냉장고,149172,152,8300,2514,12,정리수납함/트레이,,"창신리빙 냉장고 서랍 에그 트레이 B형, 투명, 165 x 415 x 143 mm"
냉장고,84416,181,88110,1022,12,1도어,,"캐리어 클라윈드 슬림형 냉장고 46L, CRF-TD046BSA"
냉장고,84427,186,136140,1688,11,1도어,,"대우전자 미니 냉장고 46 L 자가설치, FR-A051RDW"
냉장고,27076,104,32550,421,9,주방놀이,,"노벨랜드 Green Toy 냉장고 주방놀이, 혼합색상"
냉장고,91077,158,8400,1793,9,냉장고물병,,"리빙쉐프 풀 스테인레스 냉장고용 물병, 혼합색상, 2L"
냉장고,141999,113,24480,1283,6,주방놀이,,"뽀로로 얼음이 나오는 아기 냉장고, 혼합색상, 16.5 x 9 x 25.5 cm"
냉장고,84440,196,251100,1058,6,미니냉장고,,"허스키 미니 냉장고 45.8L 자가설치, BC-46R-1(블랙)"
냉장고,84437,185,252790,1089,5,쇼케이스,,"윈텍 다용도 미니 쇼케이스 냉장고 화이트 자가설치, XC-25D"
냉장고,84429,185,247680,1443,5,쇼케이스,,"윈텍 다용도 미니 쇼케이스 냉장고 자가설치, BD-36R"
냉장고,84433,216,126680,721,5,화장품용,,"벨류텍 차량용 겸용 화장품 냉온장고 15리터, VR-015L-D(화이트)"
냉장고,27083,199,756980,331,5,스탠드형 1도어,,삼성전자 모듈형 김치냉장고 RQ28M6102S8 280L 방문설치
냉장고,27143,161,6230,1823,4,정리수납함/트레이,,"리벤스 칸칸 냉장고 정리수납 트레이 낮은형 대, 단일 색상, 235 x 435 x 128 mm"
냉장고,27085,175,340280,1552,4,화장품용,,"미쉘 화장품 냉장고 25L, AT-0158ST"
